,cases_medellin,DATA,YEAR,YearWeek,LastDayWeek,MONTH,percipitation_medellin,percipitation_medellin_rural,percipitation_medellin_urbano,temperature
0,1,"['2007', 'w01']",2007,200701,2007-01-06,1,13.096688152403946,14.09769307933568,12.628932735686169,19.615357142857142
1,0,"['2007', 'w02']",2007,200702,2007-01-13,1,8.437043773367051,6.910390304712857,9.067214477347724,22.234
2,0,"['2007', 'w03']",2007,200703,2007-01-20,1,19.373164894285427,21.61696791441544,18.406664887974287,22.26885714285714
3,0,"['2007', 'w04']",2007,200704,2007-01-27,1,0.0,0.0,0.0,23.546
4,0,"['2007', 'w05']",2007,200705,2007-02-03,2,3.7252063704969287,3.1442247846852185,3.9010209884247096,25.35307142857143
5,0,"['2007', 'w06']",2007,200706,2007-02-10,2,12.088275492415113,12.500651958944713,12.02229607897111,25.291428571428565
6,0,"['2007', 'w07']",2007,200707,2007-02-17,2,1.4694188973482918,0.005340154159472184,2.11712999404204,24.71907142857143
7,0,"['2007', 'w08']",2007,200708,2007-02-24,2,6.801017277381001,8.832785040629659,5.972871103385861,25.926785714285714
8,0,"['2007', 'w09']",2007,200709,2007-03-03,3,31.985303761514462,33.24117832275981,31.41112971047282,26.676857142857138
9,0,"['2007', 'w10']",2007,200710,2007-03-10,3,24.67653565397848,24.933450997394072,24.562073322749487,27.0615
10,0,"['2007', 'w11']",2007,200711,2007-03-17,3,43.16689639127299,44.06303265451809,42.65439032700285,26.74842857142857
11,0,"['2007', 'w12']",2007,200712,2007-03-24,3,36.59812361248146,38.45821859755954,35.78635180852988,26.353214285714284
12,0,"['2007', 'w13']",2007,200713,2007-03-31,3,91.35664455531088,95.8898041308214,89.28159654458292,17.001499999999997
13,1,"['2007', 'w14']",2007,200714,2007-04-07,4,58.00760329582814,59.08075929839831,57.39046735446807,22.576857142857147
14,0,"['2007', 'w15']",2007,200715,2007-04-14,4,47.19668516020602,45.80359773313366,48.07685686008886,25.829
15,0,"['2007', 'w16']",2007,200716,2007-04-21,4,62.31869971229974,60.83723634544778,63.13984197564002,27.204214285714286
16,0,"['2007', 'w17']",2007,200717,2007-04-28,4,32.58490772047389,29.027088101704926,34.33546288111497,22.922071428571428
17,1,"['2007', 'w18']",2007,200718,2007-05-05,5,69.14131790690487,72.6175117209338,67.49554692325258,25.297071428571428
18,0,"['2007', 'w19']",2007,200719,2007-05-12,5,72.83190365227054,67.62354463240949,75.16562268791078,21.467928571428565
19,0,"['2007', 'w20']",2007,200720,2007-05-19,5,113.71953999354632,114.59274978775908,113.08332164331742,25.564
20,0,"['2007', 'w21']",2007,200721,2007-05-26,5,89.36056221292374,86.24515049699427,90.7201575636056,24.859571428571428
21,0,"['2007', 'w22']",2007,200722,2007-06-02,6,37.06938622352926,36.10694825614708,37.45948938627455,24.7995
22,0,"['2007', 'w23']",2007,200723,2007-06-09,6,10.419747816382422,9.338749432909315,10.943348184086542,24.641714285714283
23,0,"['2007', 'w24']",2007,200724,2007-06-16,6,16.13045424517612,16.6848739022794,15.949271377750078,22.987785714285717
24,0,"['2007', 'w25']",2007,200725,2007-06-23,6,8.501094798868678,7.645711702885836,8.922556720434999,23.03442857142857
25,0,"['2007', 'w26']",2007,200726,2007-06-30,6,4.4543342453815775,3.4098694429305443,4.948416229130402,22.796714285714284
26,0,"['2007', 'w27']",2007,200727,2007-07-07,7,39.025192909194466,37.23709174826526,39.910436981897575,24.90507142857143
27,1,"['2007', 'w28']",2007,200728,2007-07-14,7,54.35175365627335,56.62480305381443,53.31808685696186,22.360357142857147
28,0,"['2007', 'w29']",2007,200729,2007-07-21,7,57.214578286577975,56.378517387684994,57.688068297886495,21.38914285714285
29,0,"['2007', 'w30']",2007,200730,2007-07-28,7,15.665261657985484,17.06924324139305,15.13097288551451,21.85857142857143
30,0,"['2007', 'w31']",2007,200731,2007-08-04,8,35.008359922746536,31.232185786242646,36.8058163065529,23.459285714285716
31,0,"['2007', 'w32']",2007,200732,2007-08-11,8,58.06515072575201,58.182869554832926,58.126206419126426,19.777285714285718
32,0,"['2007', 'w33']",2007,200733,2007-08-18,8,54.780984376115406,54.20189011569185,55.19893830801856,22.903642857142852
33,0,"['2007', 'w34']",2007,200734,2007-08-25,8,71.0007907225283,67.68332734223151,72.50942107772485,24.17685714285714
34,0,"['2007', 'w35']",2007,200735,2007-09-01,9,42.580420105269326,45.56730806470493,41.35337647215253,23.745
35,0,"['2007', 'w36']",2007,200736,2007-09-08,9,35.50864616517579,33.48589098188613,36.29174776051414,24.549142857142854
36,0,"['2007', 'w37']",2007,200737,2007-09-15,9,63.56456384297754,66.84341365565425,61.81656727573207,25.44592857142857
37,0,"['2007', 'w38']",2007,200738,2007-09-22,9,56.59678203441921,57.47152923823555,55.9533261035397,23.73728571428572
38,0,"['2007', 'w39']",2007,200739,2007-09-29,9,58.98382119034348,56.709724240602505,60.08514108886237,26.829785714285716
39,0,"['2007', 'w40']",2007,200740,2007-10-06,10,89.70146941870115,97.71329204034114,86.09158749910057,26.020142857142854
40,0,"['2007', 'w41']",2007,200741,2007-10-13,10,68.90299988598639,73.94488520461006,66.43134158841636,24.926642857142852
41,0,"['2007', 'w42']",2007,200742,2007-10-20,10,48.150601809702174,44.863803452570075,49.518280099540405,23.488357142857147
42,0,"['2007', 'w43']",2007,200743,2007-10-27,10,102.87840062506656,105.55018041951644,101.62678108870364,23.664642857142855
43,0,"['2007', 'w44']",2007,200744,2007-11-03,11,38.87780623307663,38.08000052309266,39.20156794352818,22.04192857142857
44,0,"['2007', 'w45']",2007,200745,2007-11-10,11,16.49852702390864,15.978010785752456,16.786700909352128,24.12
45,0,"['2007', 'w46']",2007,200746,2007-11-17,11,39.52400991973352,38.75484350084683,39.78394231136923,25.03242857142857
46,0,"['2007', 'w47']",2007,200747,2007-11-24,11,30.11811621481546,31.060456797235823,29.714687695397657,22.489857142857147
47,0,"['2007', 'w48']",2007,200748,2007-12-01,12,1.5214586604074185,0.1464389211313736,2.128792406367437,23.627142857142854
48,0,"['2007', 'w49']",2007,200749,2007-12-08,12,12.721332331026005,3.3974597875622736,17.987387618811702,23.04642857142857
49,0,"['2007', 'w50']",2007,200750,2007-12-15,12,23.996584960904087,16.381677949140613,27.443902419047607,24.104357142857147
50,0,"['2007', 'w51']",2007,200751,2007-12-22,12,94.86294638677893,115.44576215697948,84.8992764386342,23.99292857142857
51,1,"['2007', 'w52']",2007,200752,2007-12-29,12,3.5533868290754373,1.4210062957616243,4.458987585516791,21.172
52,26,"['2008', 'w01']",2008,200801,2008-01-05,1,73.72752954127344,72.85822238231052,73.96899791201261,21.26821428571429
53,24,"['2008', 'w02']",2008,200802,2008-01-12,1,2.456349069544013,1.4495637280929492,2.8694953310829026,22.460785714285716
54,21,"['2008', 'w03']",2008,200803,2008-01-19,1,11.824783838884402,13.958682227940953,10.950673775817279,20.494214285714285
55,18,"['2008', 'w04']",2008,200804,2008-01-26,1,5.8361261945791325,5.953390907895738,5.814858547767472,22.619357142857147
56,15,"['2008', 'w05']",2008,200805,2008-02-02,2,0.0,0.0,0.0,23.660999999999998
57,17,"['2008', 'w06']",2008,200806,2008-02-09,2,20.01973787699832,20.71299483303863,19.82161863734698,23.7355
58,17,"['2008', 'w07']",2008,200807,2008-02-16,2,115.42082614639078,121.87457138006235,112.55725867426132,23.406
59,18,"['2008', 'w08']",2008,200808,2008-02-23,2,20.503825939641587,20.76028734842936,20.24800175107877,24.391142857142853
60,22,"['2008', 'w09']",2008,200809,2008-03-01,3,74.07867202845324,76.7812485685671,72.81094419541427,23.450857142857146
61,25,"['2008', 'w10']",2008,200810,2008-03-08,3,42.93119896890524,46.207999044685536,41.14528029933538,23.530857142857148
62,16,"['2008', 'w11']",2008,200811,2008-03-15,3,14.157661440972245,13.783305450568454,14.59658164305758,21.919928571428574
63,15,"['2008', 'w12']",2008,200812,2008-03-22,3,35.1151367393095,36.03843038439175,34.78499801256945,24.456999999999997
64,20,"['2008', 'w13']",2008,200813,2008-03-29,3,35.6936983502702,34.375098327507715,36.37947802623365,24.29114285714286
65,16,"['2008', 'w14']",2008,200814,2008-04-05,4,65.48616282468444,69.34898185822125,63.77346349376605,23.433714285714288
66,17,"['2008', 'w15']",2008,200815,2008-04-12,4,18.082078679482237,15.704470697117312,19.36812407885317,24.949571428571428
67,18,"['2008', 'w16']",2008,200816,2008-04-19,4,68.54635272134975,66.37036788359933,69.58482481352732,25.574928571428572
68,12,"['2008', 'w17']",2008,200817,2008-04-26,4,97.91282267445169,98.30835406906937,97.73423587344,25.835285714285718
69,16,"['2008', 'w18']",2008,200818,2008-05-03,5,53.60214090007865,54.98145530166257,52.87610892365004,26.919
70,12,"['2008', 'w19']",2008,200819,2008-05-10,5,39.81351806672853,38.499005872846226,40.63548011258346,26.766714285714283
71,19,"['2008', 'w20']",2008,200820,2008-05-17,5,127.11139015292048,134.95771078441453,122.98663831651345,24.9465
72,12,"['2008', 'w21']",2008,200821,2008-05-24,5,70.48600637867992,67.49726602858392,72.46972757004205,23.879500000000004
73,20,"['2008', 'w22']",2008,200822,2008-05-31,5,70.52591218130759,68.1032261081364,71.64617382494295,23.251214285714287
74,21,"['2008', 'w23']",2008,200823,2008-06-07,6,66.5113481371215,63.81716551619451,68.05565989895531,22.383142857142857
75,23,"['2008', 'w24']",2008,200824,2008-06-14,6,31.55702367771851,29.46219145272665,32.66733979510873,24.12514285714286
76,15,"['2008', 'w25']",2008,200825,2008-06-21,6,72.49242761358154,70.09884488317701,73.8663316706538,17.771285714285714
77,13,"['2008', 'w26']",2008,200826,2008-06-28,6,68.34663651810868,65.57239499506744,69.86939027128423,22.466785714285717
78,7,"['2008', 'w27']",2008,200827,2008-07-05,7,38.01118573057785,41.86522914568583,36.18400663258639,27.93657142857143
79,15,"['2008', 'w28']",2008,200828,2008-07-12,7,73.89032424913627,74.37041517847402,73.73979291019535,27.8245
80,15,"['2008', 'w29']",2008,200829,2008-07-19,7,19.33725908738053,19.054953882890047,19.447997258466888,27.42328571428572
81,17,"['2008', 'w30']",2008,200830,2008-07-26,7,57.27463177984139,57.38996559548493,57.31970056257149,23.21307142857143
82,10,"['2008', 'w31']",2008,200831,2008-08-02,8,31.599796630190372,29.59676495381599,32.571973144657946,22.30985714285714
83,15,"['2008', 'w32']",2008,200832,2008-08-09,8,54.56782910104687,53.62552886861534,55.073471203143384,21.452357142857142
84,21,"['2008', 'w33']",2008,200833,2008-08-16,8,78.72972400398815,79.57994886250889,78.39671522613247,24.31407142857143
85,12,"['2008', 'w34']",2008,200834,2008-08-23,8,85.51756048978345,81.45686167933516,87.75320825305289,26.838857142857147
86,23,"['2008', 'w35']",2008,200835,2008-08-30,8,69.23075956799957,71.82058530706139,67.97898950180316,25.068857142857148
87,16,"['2008', 'w36']",2008,200836,2008-09-06,9,14.307816801142785,14.370295436601133,14.232351092800965,22.394928571428565
88,22,"['2008', 'w37']",2008,200837,2008-09-13,9,78.82354372933747,77.05176023446421,79.66331971666686,23.42385714285714
89,14,"['2008', 'w38']",2008,200838,2008-09-20,9,56.448042408769524,59.03379682826536,54.983085851350424,25.18771428571429
90,16,"['2008', 'w39']",2008,200839,2008-09-27,9,89.93891589453581,89.7177707584584,90.06782169553203,23.513785714285717
91,18,"['2008', 'w40']",2008,200840,2008-10-04,10,52.12573963411162,53.258623750659,51.626442665327644,26.08642857142857
92,22,"['2008', 'w41']",2008,200841,2008-10-11,10,75.78452673334354,77.80402468252872,74.74580731717269,28.543857142857146
93,19,"['2008', 'w42']",2008,200842,2008-10-18,10,53.96154068080296,51.489189639068464,55.17193773177432,24.97657142857143
94,15,"['2008', 'w43']",2008,200843,2008-10-25,10,52.311383798811704,54.767463245484,51.102760589882315,19.276785714285715
95,25,"['2008', 'w44']",2008,200844,2008-11-01,11,62.14232555408503,65.95879545257864,60.05163952585696,24.1645
96,23,"['2008', 'w45']",2008,200845,2008-11-08,11,45.684662098580226,48.82896383165738,44.23280242682042,22.03985714285714
97,10,"['2008', 'w46']",2008,200846,2008-11-15,11,71.78997981980984,74.64722292987621,70.17312241936506,27.07764285714286
98,19,"['2008', 'w47']",2008,200847,2008-11-22,11,86.13355977872436,86.68390284644234,86.1200189012992,25.198785714285716
99,15,"['2008', 'w48']",2008,200848,2008-11-29,11,2.724894481845136,0.13500652773944652,3.8721333067179056,23.451
100,17,"['2008', 'w49']",2008,200849,2008-12-06,12,59.90237092061694,60.872184675327254,59.25286671558335,25.493071428571426
101,13,"['2008', 'w50']",2008,200850,2008-12-13,12,7.2861054577725985,5.841833879867037,8.22461068807982,23.52542857142857
102,19,"['2008', 'w51']",2008,200851,2008-12-20,12,0.0,0.0,0.0,21.202142857142857
103,16,"['2008', 'w52']",2008,200852,2008-12-27,12,0.08685588538273703,0.0,0.12543669664854384,23.5145
104,4,"['2009', 'w01']",2009,200901,2009-01-03,1,27.864515211167426,31.91680024280641,25.91279301468841,23.81442857142857
105,4,"['2009', 'w02']",2009,200902,2009-01-10,1,15.865106921694306,20.73351996877919,13.616226297237196,23.716428571428565
106,3,"['2009', 'w03']",2009,200903,2009-01-17,1,52.91974502287161,48.42468730263089,54.99628142496067,21.531857142857145
107,2,"['2009', 'w04']",2009,200904,2009-01-24,1,18.591394750883946,17.317799046650027,19.07321349237497,19.08771428571428
108,3,"['2009', 'w05']",2009,200905,2009-01-31,1,11.55201464324481,16.23032961306365,9.443029041372162,22.715857142857143
109,1,"['2009', 'w06']",2009,200906,2009-02-07,2,44.56620636556264,46.969223139942564,43.50067989501917,24.14907142857143
110,1,"['2009', 'w07']",2009,200907,2009-02-14,2,26.16536154884271,31.11963510052594,23.889745188039512,23.291999999999998
111,3,"['2009', 'w08']",2009,200908,2009-02-21,2,20.476978158771765,20.85010441535913,20.352789594423594,23.89107142857143
112,1,"['2009', 'w09']",2009,200909,2009-02-28,2,42.34962216411275,42.71232911906957,42.18297582528089,24.477214285714286
113,1,"['2009', 'w10']",2009,200910,2009-03-07,3,19.066670825842472,19.41615639423979,18.88238762505605,21.874285714285715
114,2,"['2009', 'w11']",2009,200911,2009-03-14,3,41.56376482876431,45.74629733504881,39.74245499681145,23.12
115,4,"['2009', 'w12']",2009,200912,2009-03-21,3,62.67812826352961,61.84840940346464,62.990352519216785,23.274714285714282
116,0,"['2009', 'w13']",2009,200913,2009-03-28,3,80.54186065638616,78.09136001292056,81.9912920405409,23.249714285714287
117,2,"['2009', 'w14']",2009,200914,2009-04-04,4,29.43022901722427,31.100902627401307,28.82214780118851,23.661642857142855
118,3,"['2009', 'w15']",2009,200915,2009-04-11,4,48.97890432673192,48.44847684804944,49.21596561715013,21.271285714285714
119,2,"['2009', 'w16']",2009,200916,2009-04-18,4,29.977908902383128,30.80756495701518,29.578501318032213,21.877428571428567
120,0,"['2009', 'w17']",2009,200917,2009-04-25,4,49.055779747954,48.717638669267366,49.14009117336767,29.448857142857147
121,1,"['2009', 'w18']",2009,200918,2009-05-02,5,94.04840292426313,96.81357235609043,92.78806595903579,29.0805
122,0,"['2009', 'w19']",2009,200919,2009-05-09,5,46.12086458834301,42.40623574786716,47.687419042617464,24.47192857142857
123,5,"['2009', 'w20']",2009,200920,2009-05-16,5,26.39049417470513,26.132359999619823,26.44795033633305,25.835857142857147
124,5,"['2009', 'w21']",2009,200921,2009-05-23,5,27.66196572802989,26.282867095781413,28.33463836384208,24.96671428571429
125,5,"['2009', 'w22']",2009,200922,2009-05-30,5,30.73092391583439,29.105887885715646,31.50895522333517,26.627785714285718
126,7,"['2009', 'w23']",2009,200923,2009-06-06,6,58.11538937042592,56.44104684493393,59.150686090153066,26.665714285714287
127,6,"['2009', 'w24']",2009,200924,2009-06-13,6,52.35233401144402,49.036320644185174,54.07439570334289,23.757571428571428
128,3,"['2009', 'w25']",2009,200925,2009-06-20,6,45.68615318478572,45.035202247969764,46.18469301101799,24.06864285714286
129,6,"['2009', 'w26']",2009,200926,2009-06-27,6,41.2476759437327,41.422871240210426,41.258569949469425,24.451428571428576
130,7,"['2009', 'w27']",2009,200927,2009-07-04,7,42.19865229543071,41.99215926824561,42.30042566425705,23.62542857142857
131,8,"['2009', 'w28']",2009,200928,2009-07-11,7,4.822835510790124,5.65536561127446,4.425755580356097,19.57271428571429
132,5,"['2009', 'w29']",2009,200929,2009-07-18,7,25.237511401033224,26.28307172411306,24.70214719563332,21.30507142857143
133,6,"['2009', 'w30']",2009,200930,2009-07-25,7,2.901729140174255,2.7252853782856525,2.9873793762946534,25.5835
134,6,"['2009', 'w31']",2009,200931,2009-08-01,8,31.291949238064,29.163193054706007,32.3997264147559,22.12
135,5,"['2009', 'w32']",2009,200932,2009-08-08,8,20.059008615112425,18.20936619371608,20.863210647288245,22.778500000000005
136,14,"['2009', 'w33']",2009,200933,2009-08-15,8,37.29401492721895,33.74613739718562,38.877545335634345,21.738357142857147
137,10,"['2009', 'w34']",2009,200934,2009-08-22,8,29.277635658115553,32.18507082082223,28.10227439223616,22.9465
138,10,"['2009', 'w35']",2009,200935,2009-08-29,8,23.97864717763565,21.538349634898466,25.026059511017056,25.33957142857143
139,7,"['2009', 'w36']",2009,200936,2009-09-05,9,11.266215667632109,11.839299721879089,10.977964584395409,25.04135714285714
140,6,"['2009', 'w37']",2009,200937,2009-09-12,9,58.488922477066886,58.58780112980645,58.264327582976854,25.050642857142854
141,10,"['2009', 'w38']",2009,200938,2009-09-19,9,17.523574385535582,16.146058497451932,18.102051704435183,20.530285714285718
142,25,"['2009', 'w39']",2009,200939,2009-09-26,9,13.779572053606133,13.645142121245895,13.834267658504276,27.33107142857143
143,20,"['2009', 'w40']",2009,200940,2009-10-03,10,40.850301681830075,41.61897906796368,40.433023131060686,29.841857142857148
144,18,"['2009', 'w41']",2009,200941,2009-10-10,10,64.30607286591703,66.99906875131211,62.967246652888434,28.550285714285717
145,15,"['2009', 'w42']",2009,200942,2009-10-17,10,51.07282754879572,52.96658256871689,50.109706175795964,28.509428571428572
146,13,"['2009', 'w43']",2009,200943,2009-10-24,10,68.20977647306027,70.7728437349992,67.07428181112165,25.196142857142853
147,11,"['2009', 'w44']",2009,200944,2009-10-31,10,68.49901436983569,68.29129168238617,68.62952844341362,26.35192857142857
148,13,"['2009', 'w45']",2009,200945,2009-11-07,11,54.6755361859879,56.467313965507174,53.78762300101762,23.85407142857143
149,15,"['2009', 'w46']",2009,200946,2009-11-14,11,39.112801453049705,42.06271579115863,37.78224703266887,22.186714285714288
150,12,"['2009', 'w47']",2009,200947,2009-11-21,11,8.510452835483756,7.5922329507588175,8.914727532642761,21.68471428571429
151,26,"['2009', 'w48']",2009,200948,2009-11-28,11,18.94384354561829,19.632636446883712,18.65315236972028,24.1245
152,16,"['2009', 'w49']",2009,200949,2009-12-05,12,0.0,0.0,0.0,23.533785714285717
153,24,"['2009', 'w50']",2009,200950,2009-12-12,12,44.97379086521897,39.958357792084925,47.130153791537076,23.89
154,21,"['2009', 'w51']",2009,200951,2009-12-19,12,31.40040414369151,35.52872205794146,29.66255392814943,23.145714285714288
155,16,"['2009', 'w52']",2009,200952,2009-12-26,12,0.0,0.0,0.0,20.066
156,30,"['2010', 'w01']",2010,201001,2010-01-02,1,0.0,0.0,0.0,22.215857142857146
157,36,"['2010', 'w02']",2010,201002,2010-01-09,1,0.0,0.0,0.0,24.66407142857143
158,37,"['2010', 'w03']",2010,201003,2010-01-16,1,0.0,0.0,0.0,25.342071428571426
159,46,"['2010', 'w04']",2010,201004,2010-01-23,1,34.33897968817115,35.2191533441129,33.933658018297486,24.15364285714286
160,83,"['2010', 'w05']",2010,201005,2010-01-30,1,0.0,0.0,0.0,20.89535714285714
161,83,"['2010', 'w06']",2010,201006,2010-02-06,2,0.0,0.0,0.0,23.76928571428571
162,96,"['2010', 'w07']",2010,201007,2010-02-13,2,12.339679831631935,13.133823267618814,11.992603825273099,26.339928571428572
163,95,"['2010', 'w08']",2010,201008,2010-02-20,2,33.5296000416795,35.06402397409154,32.838296367418586,25.8245
164,115,"['2010', 'w09']",2010,201009,2010-02-27,2,18.35178653409096,19.617997569853557,17.727385930760764,26.386
165,110,"['2010', 'w10']",2010,201010,2010-03-06,3,20.06195773484561,22.02853646209275,19.218280805595526,27.13992857142857
166,136,"['2010', 'w11']",2010,201011,2010-03-13,3,21.740240518381363,20.85492865198476,22.11930448293578,27.94178571428571
167,133,"['2010', 'w12']",2010,201012,2010-03-20,3,0.7138460723867406,0.2397630316047853,0.9175622976047122,24.72207142857143
168,168,"['2010', 'w13']",2010,201013,2010-03-27,3,47.64735721765979,46.6571702607012,48.06063807910242,26.591214285714283
169,234,"['2010', 'w14']",2010,201014,2010-04-03,4,77.66806611474674,78.73471207134966,77.25257603313068,26.649714285714282
170,314,"['2010', 'w15']",2010,201015,2010-04-10,4,50.73311636594122,51.85821753239286,50.232946379498216,24.498500000000003
171,445,"['2010', 'w16']",2010,201016,2010-04-17,4,24.21288725864305,20.309985029294296,26.05170644466229,25.845357142857146
172,511,"['2010', 'w17']",2010,201017,2010-04-24,4,64.8227943850399,69.58907442415396,62.59070055311319,29.22007142857143
173,562,"['2010', 'w18']",2010,201018,2010-05-01,5,57.27511170047694,56.37927756240404,57.65272033586257,28.163000000000004
174,645,"['2010', 'w19']",2010,201019,2010-05-08,5,52.778983906974474,51.435334543329496,53.24799108645306,26.161214285714287
175,731,"['2010', 'w20']",2010,201020,2010-05-15,5,55.14310625960144,55.04070405867941,55.05054131903049,26.880071428571423
176,699,"['2010', 'w21']",2010,201021,2010-05-22,5,72.46720220791981,74.55095497490707,71.47722623383791,24.000357142857148
177,734,"['2010', 'w22']",2010,201022,2010-05-29,5,65.00375756871267,67.08359578496592,63.946419074855356,25.66171428571429
178,820,"['2010', 'w23']",2010,201023,2010-06-05,6,36.05440854190736,36.546158544568044,36.018078782253546,25.97921428571428
179,782,"['2010', 'w24']",2010,201024,2010-06-12,6,53.86718214684644,54.88558878092374,53.53470759245266,27.19371428571429
180,655,"['2010', 'w25']",2010,201025,2010-06-19,6,70.16669392570836,68.94874031048465,70.96037759686078,20.69828571428571
181,651,"['2010', 'w26']",2010,201026,2010-06-26,6,39.9124037182525,37.33577690308796,41.25801894010811,23.005285714285712
182,572,"['2010', 'w27']",2010,201027,2010-07-03,7,56.602026454498215,56.96984811312911,56.521708377712315,18.871285714285715
183,537,"['2010', 'w28']",2010,201028,2010-07-10,7,70.89878392323982,70.93310051701495,70.81456218711726,20.34342857142857
184,522,"['2010', 'w29']",2010,201029,2010-07-17,7,71.79932811576522,73.22573147142569,71.31941952944557,20.178857142857144
185,447,"['2010', 'w30']",2010,201030,2010-07-24,7,33.278138473424804,30.72455365738432,34.56000377385259,22.041428571428575
186,536,"['2010', 'w31']",2010,201031,2010-07-31,7,58.620953048125976,60.00776101909399,58.16785292446588,22.449428571428577
187,493,"['2010', 'w32']",2010,201032,2010-08-07,8,23.432048708424247,20.45779736871305,24.840523028933944,22.613357142857147
188,493,"['2010', 'w33']",2010,201033,2010-08-14,8,42.53136069753739,40.673675344992375,43.46660500438946,25.398499999999995
189,448,"['2010', 'w34']",2010,201034,2010-08-21,8,51.17129013065403,50.95020252218569,51.29735270130435,22.081
190,409,"['2010', 'w35']",2010,201035,2010-08-28,8,89.09289951131996,87.34072852249884,89.87249513400717,25.83664285714286
191,347,"['2010', 'w36']",2010,201036,2010-09-04,9,73.47751332045495,72.89405780138023,73.59954545684276,23.43607142857142
192,263,"['2010', 'w37']",2010,201037,2010-09-11,9,71.52908677138733,74.0163584805917,70.18295302716413,23.3895
193,290,"['2010', 'w38']",2010,201038,2010-09-18,9,100.32463285770822,103.96076122965792,98.3714974026738,24.956857142857142
194,209,"['2010', 'w39']",2010,201039,2010-09-25,9,66.24611931121693,65.24531078983621,66.70083945593683,26.896428571428572
195,164,"['2010', 'w40']",2010,201040,2010-10-02,10,93.6443840674077,99.70395562452973,90.56604717955351,27.730571428571434
196,166,"['2010', 'w41']",2010,201041,2010-10-09,10,13.059640136021695,13.291953775617811,12.971613904872846,26.361857142857147
197,127,"['2010', 'w42']",2010,201042,2010-10-16,10,40.39075043346168,35.16197459501921,42.89991307150871,25.3945
198,121,"['2010', 'w43']",2010,201043,2010-10-23,10,67.19670346606807,72.06607540609754,64.85059445872871,25.381999999999998
199,80,"['2010', 'w44']",2010,201044,2010-10-30,10,90.96912762533888,98.29023192861807,87.57222435175969,26.17421428571429
200,89,"['2010', 'w45']",2010,201045,2010-11-06,11,76.41275329449599,80.55735334497719,74.47678508814569,24.337
201,67,"['2010', 'w46']",2010,201046,2010-11-13,11,90.95422194135357,96.59545182490696,88.4850651406617,23.826071428571428
202,42,"['2010', 'w47']",2010,201047,2010-11-20,11,40.93106643443413,40.98769806479486,40.98670891383844,23.821428571428577
203,44,"['2010', 'w48']",2010,201048,2010-11-27,11,89.97355124783306,99.70011373464612,85.70346065866856,24.732285714285716
204,46,"['2010', 'w49']",2010,201049,2010-12-04,12,32.37411870884806,25.00888313072315,35.65779373110337,24.281785714285718
205,47,"['2010', 'w50']",2010,201050,2010-12-11,12,68.41859587739793,71.65070696568144,67.05583246509468,22.787285714285712
206,33,"['2010', 'w51']",2010,201051,2010-12-18,12,23.418240397385286,24.411896808826985,22.90701506873681,22.996
207,27,"['2010', 'w52']",2010,201052,2010-12-25,12,17.430974994344318,19.048171098681465,16.702263816147436,21.175357142857145
208,38,"['2011', 'w01']",2011,201101,2011-01-01,1,33.115688557320446,40.93984941768185,29.673230749527587,23.541428571428565
