"","Elevation","COD_DPTO","NOM_DPTO","COD_MPIO","NOM_MPIO","TIPO","LATITUD","LONGITUD"
"286",2402,15,"BOYACA",15696,"SANTA SOFIA","Municipio",5.731602716,-73.60366287
"287",3260,15,"BOYACA",15720,"SATIVANORTE","Municipio",6.13211793,-72.73032415
"288",2836,15,"BOYACA",15723,"SATIVASUR","Municipio",6.083405978,-72.72410815
"289",3202,15,"BOYACA",15740,"SIACHOQUE","Municipio",5.498747701,-73.21681778
"290",2178,15,"BOYACA",15753,"SOATA","Municipio",6.323088045,-72.69604089
"291",3059,15,"BOYACA",15755,"SOCOTA","Municipio",5.906513772,-72.53646361
"292",2890,15,"BOYACA",15757,"SOCHA","Municipio",5.960498836,-72.68239784
"293",3679,15,"BOYACA",15759,"SOGAMOSO","Municipio",5.646672053,-72.8709565
"294",1774,15,"BOYACA",15761,"SOMONDOCO","Municipio",4.970974064,-73.42878785
"295",2895,15,"BOYACA",15762,"SORA","Municipio",5.580573191,-73.44371838
"296",2667,15,"BOYACA",15763,"SOTAQUIRA","Municipio",5.763010553,-73.24352232
"297",2865,15,"BOYACA",15764,"SORACA","Municipio",5.494890461,-73.31899997
"298",3187,15,"BOYACA",15774,"SUSACON","Municipio",6.215200578,-72.71575634
"299",2660,15,"BOYACA",15776,"SUTAMARCHAN","Municipio",5.640030759,-73.62598773
"300",1550,15,"BOYACA",15778,"SUTATENZA","Municipio",5.030711335,-73.41224401
"301",3583,15,"BOYACA",15790,"TASCO","Municipio",5.882294313,-72.72626817
"302",1977,15,"BOYACA",15798,"TENZA","Municipio",5.071413139,-73.42479699
"303",2169,15,"BOYACA",15804,"TIBANA","Municipio",5.301116649,-73.3932521
"304",2884,15,"BOYACA",15806,"TIBASOSA","Municipio",5.747329389,-73.01114724
"305",2305,15,"BOYACA",15808,"TINJACA","Municipio",5.577566497,-73.67614572
"306",1831,15,"BOYACA",15810,"TIPACOQUE","Municipio",6.42035349,-72.69463583
"307",3120,15,"BOYACA",15814,"TOCA","Municipio",5.580254287,-73.1606969
"308",1945,15,"BOYACA",15816,"TOGI","Municipio",5.921830062,-73.48921806
"309",2644,15,"BOYACA",15820,"TOPAGA","Municipio",5.765350303,-72.83672958
"310",3114,15,"BOYACA",15822,"TOTA","Municipio",5.501297215,-72.99633297
"311",1197,15,"BOYACA",15832,"TUNUNGUA","Municipio",5.720301516,-73.94330927
"312",2512,15,"BOYACA",15835,"TURMEQUE","Municipio",5.305697418,-73.50908714
"313",2650,15,"BOYACA",15837,"TUTA","Municipio",5.678126998,-73.17343053
"314",3195,15,"BOYACA",15839,"TUTAZA","Municipio",6.078051903,-72.85707832
"315",2809,15,"BOYACA",15842,"UMBITA","Municipio",5.217241368,-73.46338477
"316",3012,15,"BOYACA",15861,"VENTAQUEMADA","Municipio",5.383385481,-73.52097942
"317",2797,15,"BOYACA",15879,"VIRACACHA","Municipio",5.440558216,-73.26627456
"318",1910,15,"BOYACA",15897,"ZETAQUIRA","Municipio",5.285635983,-73.16763091
"319",1776,17,"CALDAS",17001,"MANIZALES","Municipio",5.08343301,-75.50727881
"320",2236,17,"CALDAS",17013,"AGUADAS","Municipio",5.616204006,-75.4554471
"321",1638,17,"CALDAS",17042,"ANSERMA","Municipio",5.20029922,-75.75289078
"322",1990,17,"CALDAS",17050,"ARANZAZU","Municipio",5.265539969,-75.47392619
"323",1254,17,"CALDAS",17088,"BELALCAZAR","Municipio",4.99467728,-75.81225989
"324",1358,17,"CALDAS",17174,"CHINCHINA","Municipio",4.974340569,-75.65954686
"325",1126,17,"CALDAS",17272,"FILADELFIA","Municipio",5.285743777,-75.58978784
"326",202,17,"CALDAS",17380,"LA DORADA","Municipio",5.410515691,-74.72114262
"327",1448,17,"CALDAS",17388,"LA MERCED","Municipio",5.393185716,-75.55791071
"328",1906,17,"CALDAS",17433,"MANZANARES","Municipio",5.23295391,-75.15263447
"329",1497,17,"CALDAS",17442,"MARMATO","Municipio",5.492632029,-75.60209955
"330",1279,17,"CALDAS",17444,"MARQUETALIA","Municipio",5.309142491,-75.04117892
"331",2671,17,"CALDAS",17446,"MARULANDA","Municipio",5.235585244,-75.28316648
"332",1742,17,"CALDAS",17486,"NEIRA","Municipio",5.183358589,-75.50692977
"333",506,17,"CALDAS",17495,"NORCASIA","Municipio",5.638062349,-74.85492707
"334",2008,17,"CALDAS",17513,"PACORA","Municipio",5.500035035,-75.48245057
"335",1159,17,"CALDAS",17524,"PALESTINA","Municipio",5.050342543,-75.66176266
"336",2718,17,"CALDAS",17541,"PENSILVANIA","Municipio",5.407187836,-75.16683996
"337",2274,17,"CALDAS",17614,"RIOSUCIO","Municipio",5.442275418,-75.75220499
"338",1110,17,"CALDAS",17616,"RISARALDA","Municipio",5.097563816,-75.73335166
"339",2580,17,"CALDAS",17653,"SALAMINA","Municipio",5.370332425,-75.40962177
"340",859,17,"CALDAS",17662,"SAMANA","Municipio",5.519692873,-74.99718577
"341",1245,17,"CALDAS",17665,"SAN JOSE","Municipio",5.083424513,-75.8101789
"342",1306,17,"CALDAS",17777,"SUPIA","Municipio",5.45295802,-75.64035705
"343",320,17,"CALDAS",17867,"VICTORIA","Municipio",5.447542859,-74.83622502
"344",2875,17,"CALDAS",17873,"VILLAMARIA","Municipio",4.940211591,-75.43544014
"345",1144,17,"CALDAS",17877,"VITERBO","Municipio",5.047822054,-75.879297
"346",644,18,"CAQUETA",18001,"FLORENCIA","Municipio",1.749138704,-75.55823906
"347",268,18,"CAQUETA",18029,"ALBANIA","Municipio",1.22786549,-75.88232651
"348",568,18,"CAQUETA",18094,"BELEN DE LOS ANDAQUIES","Municipio",1.536174657,-75.90947504
"349",218,18,"CAQUETA",18150,"CARTAGENA DEL CHAIRA","Municipio",0.647693081,-74.27235499
"350",238,18,"CAQUETA",18205,"CURILLO","Municipio",1.115379292,-75.97328452
"351",390,18,"CAQUETA",18247,"EL DONCELLO","Municipio",1.713734697,-75.26878109
"352",262,18,"CAQUETA",18256,"EL PAUJIL","Municipio",1.476630016,-75.20231825
"353",237,18,"CAQUETA",18410,"LA MONTANITA","Municipio",1.302860442,-75.23572732
"354",231,18,"CAQUETA",18460,"MILAN","Municipio",1.146692554,-75.38664764
"355",248,18,"CAQUETA",18479,"MORELIA","Municipio",1.38299611,-75.67381123
"356",706,18,"CAQUETA",18592,"PUERTO RICO","Municipio",2.018940891,-75.07308627
"357",1087,18,"CAQUETA",18610,"SAN JOSE DEL FRAGUA","Municipio",1.304702314,-76.11000594
"358",226,18,"CAQUETA",18753,"SAN VICENTE DEL CAGUAN","Municipio",1.308465061,-74.19746971
"359",143,18,"CAQUETA",18756,"SOLANO","Municipio",0.096131862,-72.32036402
"360",219,18,"CAQUETA",18785,"SOLITA","Municipio",0.943939454,-75.64668544
"361",237,18,"CAQUETA",18860,"VALPARAISO","Municipio",1.07534915,-75.73779004
"362",1748,19,"CAUCA",19001,"POPAYAN","Municipio",2.471704362,-76.59194419
"363",1877,19,"CAUCA",19022,"ALMAGUER","Municipio",1.912440521,-76.83494519
"364",1665,19,"CAUCA",19050,"ARGELIA","Municipio",2.329337283,-77.26314906
"365",1924,19,"CAUCA",19075,"BALBOA","Municipio",2.084732945,-77.2088133
"366",1773,19,"CAUCA",19100,"BOLIVAR","Municipio",1.853951938,-76.96337454
"367",1236,19,"CAUCA",19110,"BUENOS AIRES","Municipio",2.988923885,-76.62158951
"368",1707,19,"CAUCA",19130,"CAJIBIO","Municipio",2.643209848,-76.70138914
"369",2110,19,"CAUCA",19137,"CALDONO","Municipio",2.803845691,-76.42719377
"370",1547,19,"CAUCA",19142,"CALOTO","Municipio",3.062875557,-76.32127977
"371",1566,19,"CAUCA",19212,"CORINTO","Municipio",3.136753606,-76.20964569
"372",1355,19,"CAUCA",19256,"EL TAMBO","Municipio",2.534488312,-77.00511207
"373",1392,19,"CAUCA",19290,"FLORENCIA","Municipio",1.69453474,-77.08735723
"374",989,19,"CAUCA",19300,"GUACHENE","Municipio",3.144389993,-76.39234811
"375",118,19,"CAUCA",19318,"GUAPI","Municipio",2.41326696,-77.69047531
"376",2748,19,"CAUCA",19355,"INZA","Municipio",2.499058783,-76.13762531
"377",2182,19,"CAUCA",19364,"JAMBALO","Municipio",2.84981013,-76.31124919
"378",1486,19,"CAUCA",19392,"LA SIERRA","Municipio",2.187473572,-76.78228032
"379",2389,19,"CAUCA",19397,"LA VEGA","Municipio",2.053933426,-76.7588062
"380",132,19,"CAUCA",19418,"LOPEZ DE MICAY","Municipio",2.95819877,-77.24212158
"381",1005,19,"CAUCA",19450,"MERCADERES","Municipio",1.793825164,-77.18060381
"382",1157,19,"CAUCA",19455,"MIRANDA","Municipio",3.228235212,-76.21670827
"383",1376,19,"CAUCA",19473,"MORALES","Municipio",2.773663981,-76.74605152
"384",984,19,"CAUCA",19513,"PADILLA","Municipio",3.194730618,-76.3362418
"385",2123,19,"CAUCA",19517,"PAEZ","Municipio",2.733887702,-75.99368264
"386",650,19,"CAUCA",19532,"PATIA","Municipio",2.157983906,-77.0465762
"387",389,19,"CAUCA",19533,"PIAMONTE","Municipio",1.054128816,-76.4443271
"388",1927,19,"CAUCA",19548,"PIENDAMO - TUNIA","Municipio",2.702420026,-76.53770455
"389",959,19,"CAUCA",19573,"PUERTO TEJADA","Municipio",3.266724205,-76.41846353
"390",3509,19,"CAUCA",19585,"PURACE","Municipio",2.262153618,-76.44826938
"391",1652,19,"CAUCA",19622,"ROSAS","Municipio",2.260421954,-76.74582033
"392",2935,19,"CAUCA",19693,"SAN SEBASTIAN","Municipio",1.856261815,-76.71652424
"393",1178,19,"CAUCA",19698,"SANTANDER DE QUILICHAO","Municipio",2.984467338,-76.49873145
"394",1461,19,"CAUCA",19701,"SANTA ROSA","Municipio",1.52002179,-76.53876281
"395",2851,19,"CAUCA",19743,"SILVIA","Municipio",2.651291894,-76.35057356
"396",2817,19,"CAUCA",19760,"SOTARA PAISPAMBA","Municipio",2.231820541,-76.61146633
"397",1574,19,"CAUCA",19780,"SUAREZ","Municipio",2.936865997,-76.7458243
"398",1787,19,"CAUCA",19785,"SUCRE","Municipio",2.057735184,-76.90993965
"399",1773,19,"CAUCA",19807,"TIMBIO","Municipio",2.369625312,-76.71051932
"400",74,19,"CAUCA",19809,"TIMBIQUI","Municipio",2.699475127,-77.49131577
"401",2787,19,"CAUCA",19821,"TORIBIO","Municipio",2.975771999,-76.20331566
"402",2812,19,"CAUCA",19824,"TOTORO","Municipio",2.475213085,-76.39675937
"403",965,19,"CAUCA",19845,"VILLA RICA","Municipio",3.180627317,-76.46445558
"404",90,20,"CESAR",20001,"VALLEDUPAR","Municipio",10.21890277,-73.45784764
"405",125,20,"CESAR",20011,"AGUACHICA","Municipio",8.248735219,-73.6227405
"406",150,20,"CESAR",20013,"AGUSTIN CODAZZI","Municipio",9.949215908,-73.22358244
"407",73,20,"CESAR",20032,"ASTREA","Municipio",9.510727925,-73.94214641
"408",103,20,"CESAR",20045,"BECERRIL","Municipio",9.727732939,-73.25250522
"409",80,20,"CESAR",20060,"BOSCONIA","Municipio",9.946391309,-73.86628815
"410",48,20,"CESAR",20175,"CHIMICHAGUA","Municipio",9.27797765,-73.84697903
"411",41,20,"CESAR",20178,"CHIRIGUANA","Municipio",9.426648354,-73.54797894
"412",487,20,"CESAR",20228,"CURUMANI","Municipio",9.238771332,-73.48810861
"413",422,20,"CESAR",20238,"EL COPEY","Municipio",10.19995356,-73.91282064
"414",41,20,"CESAR",20250,"EL PASO","Municipio",9.683474681,-73.73833778
"415",61,20,"CESAR",20295,"GAMARRA","Municipio",8.337726622,-73.70649199
"416",1496,20,"CESAR",20310,"GONZALEZ","Municipio",8.405516522,-73.37537309
"417",129,20,"CESAR",20383,"LA GLORIA","Municipio",8.588002247,-73.61602384
"418",199,20,"CESAR",20400,"LA JAGUA DE IBIRICO","Municipio",9.52099808,-73.32249338
"419",917,20,"CESAR",20443,"MANAURE BALCON DEL CESAR","Municipio",10.38027852,-73.00706275
"420",318,20,"CESAR",20517,"PAILITAS","Municipio",8.938916143,-73.57247213
"421",118,20,"CESAR",20550,"PELAYA","Municipio",8.764116734,-73.63295546
"422",1242,20,"CESAR",20570,"PUEBLO BELLO","Municipio",10.41736874,-73.61450632
"423",295,20,"CESAR",20614,"RIO DE ORO","Municipio",8.201070245,-73.48750127
"424",1741,20,"CESAR",20621,"LA PAZ","Municipio",10.24440562,-73.07824569
"425",72,20,"CESAR",20710,"SAN ALBERTO","Municipio",7.769815987,-73.47218888
"426",113,20,"CESAR",20750,"SAN DIEGO","Municipio",10.16952712,-73.2879827
"427",67,20,"CESAR",20770,"SAN MARTIN","Municipio",7.937788454,-73.54436312
"428",35,20,"CESAR",20787,"TAMALAMEQUE","Municipio",8.902075012,-73.7633962
"429",36,23,"CORDOBA",23001,"MONTERIA","Municipio",8.584698016,-75.95055079
"430",21,23,"CORDOBA",23068,"AYAPEL","Municipio",8.265768688,-75.04868436
"431",45,23,"CORDOBA",23079,"BUENAVISTA","Municipio",8.191397953,-75.43382532
"432",96,23,"CORDOBA",23090,"CANALETE","Municipio",8.7240958,-76.23779081
"433",14,23,"CORDOBA",23162,"CERETE","Municipio",8.895667051,-75.87842391
"434",3,23,"CORDOBA",23168,"CHIMA","Municipio",9.11024941,-75.65237351
"435",81,23,"CORDOBA",23182,"CHINU","Municipio",9.053287104,-75.37387363
"436",39,23,"CORDOBA",23189,"CIENAGA DE ORO","Municipio",8.841811894,-75.60779829
"437",5,23,"CORDOBA",23300,"COTORRA","Municipio",9.071460219,-75.75459276
"438",58,23,"CORDOBA",23350,"LA APARTADA","Municipio",8.052218422,-75.28816022
"439",22,23,"CORDOBA",23417,"LORICA","Municipio",9.165034998,-75.90978124
"440",95,23,"CORDOBA",23419,"LOS CORDOBAS","Municipio",8.823307063,-76.3430552
"441",23,23,"CORDOBA",23464,"MOMIL","Municipio",9.265461621,-75.65090876
"442",196,23,"CORDOBA",23466,"MONTELIBANO","Municipio",7.866432635,-75.87533926
"443",78,23,"CORDOBA",23500,"MONITOS","Municipio",9.190515343,-76.11931709
"444",112,23,"CORDOBA",23555,"PLANETA RICA","Municipio",8.181108488,-75.68923803
"445",57,23,"CORDOBA",23570,"PUEBLO NUEVO","Municipio",8.481339568,-75.40516154
"446",42,23,"CORDOBA",23574,"PUERTO ESCONDIDO","Municipio",8.988667731,-76.19405912
"447",179,23,"CORDOBA",23580,"PUERTO LIBERTADOR","Municipio",7.711515736,-75.77123224
"448",41,23,"CORDOBA",23586,"PURISIMA DE LA CONCEPCION","Municipio",9.282386127,-75.72129392
"449",102,23,"CORDOBA",23660,"SAHAGUN","Municipio",8.799007016,-75.42925664
"450",62,23,"CORDOBA",23670,"SAN ANDRES DE SOTAVENTO","Municipio",9.121296353,-75.52091711
"451",47,23,"CORDOBA",23672,"SAN ANTERO","Municipio",9.359667489,-75.78700252
"452",6,23,"CORDOBA",23675,"SAN BERNARDO DEL VIENTO","Municipio",9.330098329,-75.97623858
"453",60,23,"CORDOBA",23678,"SAN CARLOS","Municipio",8.706464263,-75.69251825
"454",200,23,"CORDOBA",23682,"SAN JOSE DE URE","Municipio",7.753054395,-75.5672474
"455",20,23,"CORDOBA",23686,"SAN PELAYO","Municipio",8.987777392,-75.90958771
"456",335,23,"CORDOBA",23807,"TIERRALTA","Municipio",7.813896829,-76.16846678
"457",55,23,"CORDOBA",23815,"TUCHIN","Municipio",9.224630803,-75.54410593
"458",188,23,"CORDOBA",23855,"VALENCIA","Municipio",8.219904128,-76.2213286
"459",399,25,"CUNDINAMARCA",25001,"AGUA DE DIOS","Municipio",4.372744676,-74.67111051
"460",2005,25,"CUNDINAMARCA",25019,"ALBAN","Municipio",4.891121638,-74.44278432
"461",706,25,"CUNDINAMARCA",25035,"ANAPOIMA","Municipio",4.559962881,-74.5256953
"462",1442,25,"CUNDINAMARCA",25040,"ANOLAIMA","Municipio",4.789313614,-74.46194256
"463",2054,25,"CUNDINAMARCA",25053,"ARBELAEZ","Municipio",4.232786985,-74.39576291
"464",288,25,"CUNDINAMARCA",25086,"BELTRAN","Municipio",4.791721105,-74.71491399
"465",1427,25,"CUNDINAMARCA",25095,"BITUIMA","Municipio",4.847821091,-74.52862766
"466",2336,25,"CUNDINAMARCA",25099,"BOJACA","Municipio",4.705576252,-74.3354077
"467",2607,25,"CUNDINAMARCA",25120,"CABRERA","Municipio",3.91861924,-74.44615606
"468",1264,25,"CUNDINAMARCA",25123,"CACHIPAY","Municipio",4.723063341,-74.45919528
"469",2591,25,"CUNDINAMARCA",25126,"CAJICA","Municipio",4.930402779,-74.02985115
"470",610,25,"CUNDINAMARCA",25148,"CAPARRAPI","Municipio",5.381501399,-74.52123595
"471",1917,25,"CUNDINAMARCA",25151,"CAQUEZA","Municipio",4.402259457,-73.94482435
"472",3185,25,"CUNDINAMARCA",25154,"CARMEN DE CARUPA","Municipio",5.338856556,-73.92614817
"473",827,25,"CUNDINAMARCA",25168,"CHAGUANI","Municipio",4.95425175,-74.63090139
"474",2707,25,"CUNDINAMARCA",25175,"CHIA","Municipio",4.857823671,-74.03809539
"475",3168,25,"CUNDINAMARCA",25178,"CHIPAQUE","Municipio",4.463746629,-74.04605246
"476",2385,25,"CUNDINAMARCA",25181,"CHOACHI","Municipio",4.578183896,-73.95290054
"477",2705,25,"CUNDINAMARCA",25183,"CHOCONTA","Municipio",5.118419271,-73.68068583
"478",2900,25,"CUNDINAMARCA",25200,"COGUA","Municipio",5.103127532,-73.97536559
"479",2561,25,"CUNDINAMARCA",25214,"COTA","Municipio",4.76754674,-74.1415583
"480",2786,25,"CUNDINAMARCA",25224,"CUCUNUBA","Municipio",5.230308105,-73.78001885
"481",1294,25,"CUNDINAMARCA",25245,"EL COLEGIO","Municipio",4.556947085,-74.42658478
"482",1305,25,"CUNDINAMARCA",25258,"EL PENON","Municipio",5.261728244,-74.30830564
"483",2683,25,"CUNDINAMARCA",25260,"EL ROSAL","Municipio",4.879723016,-74.23802273
"484",2700,25,"CUNDINAMARCA",25269,"FACATATIVA","Municipio",4.834052334,-74.3380229
"485",2765,25,"CUNDINAMARCA",25279,"FOMEQUE","Municipio",4.528568462,-73.79705267
"486",2027,25,"CUNDINAMARCA",25281,"FOSCA","Municipio",4.316280072,-73.95286784
"487",2548,25,"CUNDINAMARCA",25286,"FUNZA","Municipio",4.743996711,-74.19865992
"488",2619,25,"CUNDINAMARCA",25288,"FUQUENE","Municipio",5.416288902,-73.77059829
"489",1556,25,"CUNDINAMARCA",25290,"FUSAGASUGA","Municipio",4.323534028,-74.38859114
"490",1957,25,"CUNDINAMARCA",25293,"GACHALA","Municipio",4.65495513,-73.51055381
"491",2749,25,"CUNDINAMARCA",25295,"GACHANCIPA","Municipio",5.01001953,-73.87671759
"492",2239,25,"CUNDINAMARCA",25297,"GACHETA","Municipio",4.867551134,-73.61773287
"493",2636,25,"CUNDINAMARCA",25299,"GAMA","Municipio",4.723573464,-73.60054441
"494",417,25,"CUNDINAMARCA",25307,"GIRARDOT","Municipio",4.338154518,-74.81143922
"495",2413,25,"CUNDINAMARCA",25312,"GRANADA","Municipio",4.523484884,-74.33724619
"496",2728,25,"CUNDINAMARCA",25317,"GUACHETA","Municipio",5.387291542,-73.69328234
"497",899,25,"CUNDINAMARCA",25320,"GUADUAS","Municipio",5.173554764,-74.64014651
"498",3131,25,"CUNDINAMARCA",25322,"GUASCA","Municipio",4.801276832,-73.84643485
"499",465,25,"CUNDINAMARCA",25324,"GUATAQUI","Municipio",4.516381655,-74.78257788
"500",3143,25,"CUNDINAMARCA",25326,"GUATAVITA","Municipio",4.91158717,-73.78648564
"501",1733,25,"CUNDINAMARCA",25328,"GUAYABAL DE SIQUIMA","Municipio",4.866310254,-74.4767709
"502",1614,25,"CUNDINAMARCA",25335,"GUAYABETAL","Municipio",4.231875945,-73.83543981
"503",2523,25,"CUNDINAMARCA",25339,"GUTIERREZ","Municipio",4.166089563,-74.0246527
"504",364,25,"CUNDINAMARCA",25368,"JERUSALEN","Municipio",4.571350254,-74.68915854
"505",2673,25,"CUNDINAMARCA",25372,"JUNIN","Municipio",4.705170789,-73.69247873
"506",2881,25,"CUNDINAMARCA",25377,"LA CALERA","Municipio",4.700785443,-73.92939921
"507",948,25,"CUNDINAMARCA",25386,"LA MESA","Municipio",4.650773167,-74.47321717
"508",1440,25,"CUNDINAMARCA",25394,"LA PALMA","Municipio",5.333400646,-74.40807863
"509",1032,25,"CUNDINAMARCA",25398,"LA PENA","Municipio",5.20459882,-74.40786611
"510",1347,25,"CUNDINAMARCA",25402,"LA VEGA","Municipio",4.978619842,-74.33936061
"511",2786,25,"CUNDINAMARCA",25407,"LENGUAZAQUE","Municipio",5.303637171,-73.68153228
"512",2593,25,"CUNDINAMARCA",25426,"MACHETA","Municipio",5.040349198,-73.61738241
"513",2559,25,"CUNDINAMARCA",25430,"MADRID","Municipio",4.75156751,-74.2896305
"514",2003,25,"CUNDINAMARCA",25436,"MANTA","Municipio",4.976881151,-73.56313741
"515",560,25,"CUNDINAMARCA",25438,"MEDINA","Municipio",4.484437919,-73.40598487
"516",2542,25,"CUNDINAMARCA",25473,"MOSQUERA","Municipio",4.672714223,-74.23573194
"517",418,25,"CUNDINAMARCA",25483,"NARINO","Municipio",4.407952015,-74.80565317
"518",2588,25,"CUNDINAMARCA",25486,"NEMOCON","Municipio",5.093705358,-73.88380238
"519",417,25,"CUNDINAMARCA",25488,"NILO","Municipio",4.294780933,-74.614695
"520",1086,25,"CUNDINAMARCA",25489,"NIMAIMA","Municipio",5.121445325,-74.39737048
"521",994,25,"CUNDINAMARCA",25491,"NOCAIMA","Municipio",5.066110761,-74.38975476
"522",2430,25,"CUNDINAMARCA",25506,"VENECIA","Municipio",4.063342074,-74.45259796
"523",2087,25,"CUNDINAMARCA",25513,"PACHO","Municipio",5.168367634,-74.16336544
"524",1135,25,"CUNDINAMARCA",25518,"PAIME","Municipio",5.387647345,-74.16395696
"525",1124,25,"CUNDINAMARCA",25524,"PANDI","Municipio",4.180497268,-74.4711213
"526",252,25,"CUNDINAMARCA",25530,"PARATEBUENO","Municipio",4.368158959,-73.2416614
"527",2607,25,"CUNDINAMARCA",25535,"PASCA","Municipio",4.293733611,-74.27396924
"528",304,25,"CUNDINAMARCA",25572,"PUERTO SALGAR","Municipio",5.619752748,-74.5801923
"529",980,25,"CUNDINAMARCA",25580,"PULI","Municipio",4.691336253,-74.68074404
"530",1167,25,"CUNDINAMARCA",25592,"QUEBRADANEGRA","Municipio",5.09998103,-74.4945107
"531",1908,25,"CUNDINAMARCA",25594,"QUETAME","Municipio",4.334589044,-73.85264561
"532",1749,25,"CUNDINAMARCA",25596,"QUIPILE","Municipio",4.726907976,-74.55359926
"533",635,25,"CUNDINAMARCA",25599,"APULO","Municipio",4.537711619,-74.59124656
"534",299,25,"CUNDINAMARCA",25612,"RICAURTE","Municipio",4.307363489,-74.72943403
"535",1511,25,"CUNDINAMARCA",25645,"SAN ANTONIO DEL TEQUENDAMA","Municipio",4.599741357,-74.34490342
"536",2663,25,"CUNDINAMARCA",25649,"SAN BERNARDO","Municipio",4.140958464,-74.35397692
"537",2364,25,"CUNDINAMARCA",25653,"SAN CAYETANO","Municipio",5.314600423,-74.07232077
"538",1840,25,"CUNDINAMARCA",25658,"SAN FRANCISCO","Municipio",4.964100703,-74.27217129
"539",1347,25,"CUNDINAMARCA",25662,"SAN JUAN DE RIOSECO","Municipio",4.814537831,-74.61525985
"540",1558,25,"CUNDINAMARCA",25718,"SASAIMA","Municipio",4.946805263,-74.41230921
"541",3002,25,"CUNDINAMARCA",25736,"SESQUILE","Municipio",5.000633875,-73.77206544
"542",2687,25,"CUNDINAMARCA",25740,"SIBATE","Municipio",4.465970004,-74.26328963
"543",1989,25,"CUNDINAMARCA",25743,"SILVANIA","Municipio",4.436967141,-74.37050903
"544",2706,25,"CUNDINAMARCA",25745,"SIMIJACA","Municipio",5.509773128,-73.84519164
"545",2599,25,"CUNDINAMARCA",25754,"SOACHA","Municipio",4.581866267,-74.24029696
"546",2712,25,"CUNDINAMARCA",25758,"SOPO","Municipio",4.888060112,-73.96587528
"547",2821,25,"CUNDINAMARCA",25769,"SUBACHOQUE","Municipio",4.970358034,-74.15689923
"548",2708,25,"CUNDINAMARCA",25772,"SUESCA","Municipio",5.122728461,-73.82427313
"549",1896,25,"CUNDINAMARCA",25777,"SUPATA","Municipio",5.061692703,-74.23138328
"550",2698,25,"CUNDINAMARCA",25779,"SUSA","Municipio",5.440092358,-73.82392529
"551",2754,25,"CUNDINAMARCA",25781,"SUTATAUSA","Municipio",5.242909347,-73.85540343
"552",2768,25,"CUNDINAMARCA",25785,"TABIO","Municipio",4.951520046,-74.08449648
"553",3103,25,"CUNDINAMARCA",25793,"TAUSA","Municipio",5.170527212,-73.95819594
"554",1763,25,"CUNDINAMARCA",25797,"TENA","Municipio",4.666608192,-74.36764956
"555",2578,25,"CUNDINAMARCA",25799,"TENJO","Municipio",4.838548601,-74.14680287
"556",1188,25,"CUNDINAMARCA",25805,"TIBACUY","Municipio",4.321357899,-74.48667274
"557",2568,25,"CUNDINAMARCA",25807,"TIBIRITA","Municipio",5.084102682,-73.51362546
"558",361,25,"CUNDINAMARCA",25815,"TOCAIMA","Municipio",4.452072974,-74.64864406
"559",2572,25,"CUNDINAMARCA",25817,"TOCANCIPA","Municipio",4.968852913,-73.92887021
"560",1253,25,"CUNDINAMARCA",25823,"TOPAIPI","Municipio",5.355688386,-74.28963994
"561",2295,25,"CUNDINAMARCA",25839,"UBALA","Municipio",4.803805182,-73.47654604
"562",2889,25,"CUNDINAMARCA",25841,"UBAQUE","Municipio",4.500754182,-73.97564545
"563",2596,25,"CUNDINAMARCA",25843,"VILLA DE SAN DIEGO DE UBATE","Municipio",5.316080652,-73.82010566
"564",3335,25,"CUNDINAMARCA",25845,"UNE","Municipio",4.244611163,-74.11187304
"565",632,25,"CUNDINAMARCA",25851,"UTICA","Municipio",5.192795708,-74.47780003
"566",1165,25,"CUNDINAMARCA",25862,"VERGARA","Municipio",5.131267542,-74.30979229
